Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,TransactionsCred,VolumeDeb,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Dormant,Total_ActBal,Credit_Debit_Ratio
34,0,48,104,1,1.0,3.0,1.0,1.0,0.0,188.60857142857145,1343.258928571429,0.0,0.0,213.57989285714265,0.0,5960.831928571426,11.0,5551.514607142851,857.1428571428571,670.8960714285713,2160.4502857142847,54.0,6.0,33.0,11.0,False,1745.4473928571426,1.07353737005992
35,1,66,31,1,0.0,0.0,1.0,0.0,0.0,14.863214285714289,0.0,0.0,0.0,0.0,0.0,0.0396428571428571,1.0,698.2428571428571,107.14285714285714,290.49285714285713,245.78571428571428,21.0,6.0,9.0,4.0,False,14.863214285714289,5.6693975115941736e-05
36,0,49,263,1,1.0,2.0,0.0,0.0,0.0,60.99785714285714,1912.6325,3697.8375,0.0,0.0,0.0,5960.831928571426,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5671.467857142858,5960.831928571426
37,0,30,172,1,1.0,0.0,0.0,0.0,0.0,19.013571428571428,3850.1732142857145,0.0,0.0,0.0,0.0,1205.178571428571,3.0,889.6303571428572,382.1428571428572,265.8803571428571,238.92857142857144,32.0,12.0,16.0,2.0,False,3869.186785714286,1.353174817996082
38,0,27,12,1,1.0,0.0,0.0,0.0,0.0,6398.112142857143,7908.883214285714,0.0,0.0,0.0,0.0,987.8585714285716,4.0,957.6796428571428,307.1428571428572,219.42964285714285,427.7142857142857,26.0,4.0,12.0,9.0,False,14306.995357142858,1.0304365788809984
40,1,27,33,1,0.0,0.0,0.0,0.0,0.0,871.7367857142857,0.0,0.0,0.0,0.0,0.0,0.0010714285714285,1.0,18.035714285714285,0.0,0.0,18.035714285714285,1.0,0.0,0.0,1.0,False,871.7367857142857,5.628517823639776e-05
42,1,23,4,1,0.0,12.0,0.0,0.0,0.0,875.3714285714286,0.0,0.0,0.0,0.0,0.0,643.1878571428571,4.0,546.6428571428571,178.57142857142858,68.53571428571429,296.07142857142856,9.0,1.0,1.0,6.0,False,875.3714285714286,1.17446589278727
43,0,65,83,1,0.0,0.0,1.0,0.0,0.0,10632.118249999996,0.0,0.0,0.0,0.0,0.0,2230.964285714286,22.0,2242.764642857143,410.7142857142857,334.59785714285715,551.6428571428571,51.0,7.0,10.0,13.0,False,10632.118249999996,0.994295142681918
44,0,35,51,1,0.0,0.0,0.0,0.0,0.0,186.8460714285714,0.0,0.0,0.0,0.0,0.0,0.1964285714285714,1.0,362.6428571428572,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,186.8460714285714,0.0005401689255549
45,1,63,52,1,1.0,0.0,0.0,0.0,0.0,0.0,20632.692642857142,0.0,0.0,0.0,0.0,5.913928571428571,2.0,3.392857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,20632.692642857142,1.3462601626016262
46,1,45,95,1,1.0,1.0,0.0,0.0,0.0,503.9935714285714,3628.388571428572,1891.0521428571428,0.0,0.0,0.0,2470.3732142857143,6.0,4293.023214285714,857.1428571428571,407.1660714285714,591.8571428571429,35.0,5.0,9.0,16.0,False,6023.434285714286,0.5753050440125873
47,1,45,229,1,1.0,5.0,0.0,0.0,0.0,622.2275,1537.0542857142857,0.0,0.0,0.0,0.0,15.823571428571428,2.0,1060.3060714285714,0.0,6.073928571428572,1053.375,22.0,0.0,2.0,19.0,False,2159.281785714285,0.014909526907042
48,1,64,92,1,0.0,5.0,1.0,0.0,0.0,2418.3175,0.0,10443.760928571424,0.0,0.0,0.0,360.975,2.0,308.5357142857143,178.57142857142858,0.0,128.67857142857142,8.0,1.0,0.0,6.0,False,12862.078428571424,1.1661820699203875
49,0,46,19,2,0.0,0.0,0.0,0.0,0.0,4.145357142857143,0.0,0.0,0.0,0.0,0.0,415.7382142857143,9.0,111.71428571428572,0.0,0.0,108.67857142857144,3.0,0.0,0.0,2.0,False,4.145357142857143,3.688425221799746
50,0,33,109,1,0.0,0.0,0.0,0.0,0.0,169.5635714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,169.5635714285714,0.0
52,0,43,53,1,0.0,0.0,0.0,1.0,0.0,960.5725,0.0,0.0,0.0,0.4642857142857143,0.0,49.799642857142864,4.0,36.60321428571429,17.857142857142858,0.0,0.0,8.0,1.0,0.0,0.0,False,961.0367857142857,1.3243453732108768
53,1,64,125,1,1.0,9.0,1.0,1.0,0.0,0.0,7522.666428571429,10443.760928571424,199.0569999999989,213.57989285714265,0.0,4412.515,4.0,5510.359642857143,857.1428571428571,670.8960714285713,2160.4502857142847,68.0,8.0,21.0,34.0,False,18379.06425,0.8006218584771052
56,1,54,105,1,1.0,0.0,0.0,0.0,0.0,583.7142857142857,2907.094285714286,0.0,0.0,0.0,0.0,977.3978571428572,3.0,478.7457142857143,314.2857142857143,164.46,0.0,10.0,3.0,7.0,0.0,False,3490.808571428572,2.0373248327983275
58,0,45,49,1,0.0,6.0,0.0,0.0,0.0,1263.0528571428572,0.0,1793.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3056.9528571428573,0.0
60,0,20,28,1,0.0,0.0,0.0,0.0,0.0,3891.116071428572,0.0,0.0,0.0,0.0,0.0,356.4042857142857,2.0,1.9642857142857144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,3891.116071428572,120.23277108433734
65,0,67,180,1,0.0,0.0,0.0,0.0,0.0,220.45892857142857,0.0,0.0,0.0,0.0,0.0,191.17892857142857,4.0,190.1071428571429,75.0,18.571428571428573,85.82142857142857,19.0,6.0,9.0,2.0,False,220.45892857142857,1.0003756307232292
66,1,62,91,1,1.0,1.0,0.0,1.0,0.0,101.32392857142858,4104.848928571429,0.0,0.0,213.57989285714265,0.0,2135.977142857143,9.0,5551.514607142851,0.0,670.8960714285713,0.0,23.0,0.0,14.0,0.0,False,4419.752750000001,0.3846864518121906
67,0,14,20,1,0.0,0.0,0.0,0.0,0.0,1682.813214285714,0.0,0.0,0.0,0.0,0.0,632.0292857142857,2.0,69.53571428571429,0.0,60.785714285714285,0.0,3.0,0.0,1.0,0.0,False,1682.813214285714,8.960415189873418
68,1,54,20,1,0.0,0.0,1.0,0.0,0.0,4714.448214285714,0.0,0.0,0.0,0.0,0.0,874.6642857142857,6.0,815.5914285714287,678.5553571428571,34.339285714285715,10.714285714285714,33.0,13.0,3.0,1.0,False,4714.448214285714,1.0711161728019256
69,1,41,17,1,0.0,0.0,0.0,0.0,0.0,1909.81,0.0,0.0,0.0,0.0,0.0,3851.0192857142856,3.0,988.4967857142856,135.71428571428572,199.08214285714288,653.7003571428571,21.0,2.0,10.0,9.0,False,1909.81,3.8918967108461695
71,0,43,15,1,0.0,0.0,1.0,0.0,0.0,53.59607142857143,0.0,0.0,0.0,0.0,0.0,271.43035714285713,2.0,301.5,178.57142857142858,0.0,120.32142857142856,6.0,2.0,0.0,3.0,False,53.59607142857143,0.8972904368358914
72,1,47,129,1,0.0,0.0,0.0,0.0,0.0,1377.374285714286,0.0,0.0,0.0,0.0,0.0,430.82428571428574,4.0,1261.107142857143,357.1428571428572,0.0,880.1071428571429,13.0,1.0,0.0,10.0,False,1377.374285714286,0.3413531792071083
73,1,87,163,1,1.0,1.0,1.0,0.0,0.0,179.35714285714286,21.01607142857143,10443.760928571424,0.0,0.0,0.0,1283.688571428571,6.0,1053.6,0.0,0.0,304.51642857142855,4.0,0.0,0.0,2.0,False,10644.134142857138,1.2172279266343369
75,1,59,57,1,1.0,35.0,0.0,0.0,0.0,3707.065714285714,5589.0225,4392.478571428571,0.0,0.0,0.0,503.6742857142857,5.0,511.2857142857143,53.57142857142857,188.67857142857144,266.5357142857143,13.0,1.0,6.0,5.0,False,13688.566785714283,0.98319018404908
76,0,66,178,1,0.0,0.0,1.0,1.0,1.0,178.30857142857144,0.0,0.0,0.0,213.57989285714265,2198.3581785714277,792.6785714285714,7.0,1587.8096428571428,285.7142857142857,39.42857142857143,0.0,16.0,2.0,1.0,0.0,False,2590.246642857141,0.4989134947614645
78,0,24,142,1,0.0,0.0,0.0,0.0,0.0,3684.7542857142857,0.0,0.0,0.0,0.0,0.0,4312.963571428571,5.0,2721.265,435.4785714285714,670.8960714285713,683.6071428571429,64.0,3.0,47.0,10.0,False,3684.7542857142857,1.5843290684149307
79,0,41,75,1,2.0,1.0,0.0,0.0,0.0,340.195,901.5539285714284,4771.731071428571,0.0,0.0,0.0,50.34857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6013.48,50.34857142857143
80,1,9,81,1,0.0,0.0,0.0,0.0,0.0,2756.826785714285,0.0,0.0,0.0,0.0,0.0,25.000357142857144,2.0,18.62142857142857,0.0,18.62142857142857,0.0,6.0,0.0,6.0,0.0,False,2756.826785714285,1.2741354204586823
81,1,86,19,1,0.0,0.0,0.0,0.0,0.0,5860.190714285714,0.0,0.0,0.0,0.0,0.0,0.0732142857142857,1.0,3.392857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,5860.190714285714,0.0166666666666666
82,0,20,151,1,0.0,1.0,0.0,0.0,0.0,10632.118249999996,0.0,10443.760928571424,0.0,0.0,0.0,1001.5760714285716,4.0,886.0357142857143,357.1428571428572,0.0,525.2857142857143,16.0,1.0,0.0,14.0,False,21075.87917857142,1.1291271087490438
83,0,43,111,1,3.0,7.0,0.0,0.0,0.0,14.855,20632.692642857142,0.0,0.0,0.0,0.0,569.7671428571429,4.0,225.07142857142856,0.0,0.0,224.39285714285717,4.0,0.0,0.0,3.0,False,20647.547642857146,2.5202969984202213
85,0,25,60,1,0.0,0.0,1.0,0.0,0.0,364.4975,0.0,0.0,0.0,0.0,0.0,196.49642857142857,3.0,120.25,71.42857142857143,8.892857142857142,29.214285714285715,6.0,2.0,1.0,2.0,False,364.4975,1.6205891016200291
86,1,36,31,1,0.0,0.0,0.0,0.0,0.0,34.32214285714286,0.0,0.0,0.0,0.0,0.0,5960.831928571426,4.0,1086.5821428571428,460.7142857142857,0.0,203.67857142857144,15.0,6.0,0.0,5.0,False,34.32214285714286,5.480810776197527
87,1,45,58,1,0.0,19.0,0.0,0.0,0.0,826.4403571428572,0.0,1035.577142857143,0.0,0.0,0.0,0.0003571428571428,1.0,3.392857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,1862.0175,8.13008130081301e-05
88,1,21,33,1,0.0,0.0,0.0,0.0,0.0,7153.650000000001,0.0,0.0,0.0,0.0,0.0,127.57214285714284,3.0,110.06428571428572,46.42857142857143,62.385714285714286,0.0,12.0,5.0,6.0,0.0,False,7153.650000000001,1.1486333526271786
90,0,20,81,1,0.0,0.0,0.0,0.0,0.0,649.5714285714286,0.0,0.0,0.0,0.0,0.0,107.1432142857143,2.0,78.95357142857142,35.714285714285715,3.382142857142857,35.82142857142857,4.0,1.0,1.0,1.0,False,649.5714285714286,1.3400678965471031
92,1,59,149,1,0.0,0.0,0.0,0.0,0.0,2728.945714285714,0.0,0.0,0.0,0.0,0.0,5960.831928571426,6.0,5551.514607142851,0.0,670.8960714285713,2160.4502857142847,36.0,0.0,15.0,12.0,False,2728.945714285714,1.07353737005992
93,0,31,8,1,2.0,0.0,1.0,1.0,0.0,8.870357142857143,3655.818928571429,0.0,23.064285714285717,1.4285714285714286,0.0,2186.5410714285717,25.0,2137.954642857143,32.142857142857146,0.0,220.32142857142856,36.0,1.0,0.0,8.0,False,3689.182142857143,1.022247516435348
95,1,35,151,1,0.0,0.0,1.0,0.0,1.0,3662.217857142857,0.0,0.0,0.0,0.0,2198.3581785714277,1808.9675,18.0,2289.280714285714,857.1428571428571,0.0,60.392857142857146,26.0,6.0,0.0,2.0,False,5860.576035714284,0.7898453183998344
96,1,30,151,1,1.0,2.0,0.0,0.0,0.0,22.32857142857143,2077.6125,10443.760928571424,0.0,0.0,0.0,438.7257142857143,3.0,110.35714285714286,0.0,0.0,108.57142857142856,3.0,0.0,0.0,2.0,False,12543.701999999996,3.939807568954458
102,1,20,172,1,0.0,0.0,1.0,0.0,0.0,48.77107142857143,0.0,0.0,114.14,0.0,0.0,4160.701071428572,38.0,4245.904642857143,232.14285714285717,670.8960714285713,202.24964285714285,86.0,4.0,38.0,6.0,False,162.91107142857143,0.9797020233139548
103,0,80,199,1,0.0,0.0,0.0,0.0,0.0,42.99071428571428,0.0,0.0,0.0,0.0,0.0,0.0103571428571428,2.0,6.438214285714286,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,42.99071428571428,0.0013924232966821
106,0,48,88,1,0.0,3.0,0.0,0.0,0.0,112.35,0.0,0.0,0.0,0.0,0.0,745.22,2.0,319.8928571428572,0.0,0.0,316.9642857142857,7.0,0.0,0.0,6.0,False,112.35,2.322332776850306
107,0,26,181,1,0.0,0.0,0.0,0.0,0.0,23.330714285714286,0.0,0.0,0.0,0.0,0.0,0.0132142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,23.330714285714286,0.0132142857142857
108,0,39,82,1,2.0,0.0,1.0,0.0,0.0,816.8389285714286,0.0,0.0,0.0,0.0,0.0,1175.480357142857,8.0,465.5,0.0,31.607142857142858,430.5,10.0,0.0,2.0,7.0,False,816.8389285714286,2.5197864033073034
112,0,73,31,1,0.0,0.0,0.0,0.0,0.0,204.46142857142857,0.0,0.0,0.0,0.0,0.0,157.28821428571428,4.0,222.57642857142855,146.42857142857142,76.14785714285713,0.0,21.0,8.0,13.0,0.0,False,204.46142857142857,0.703509825658851
113,0,43,150,1,0.0,0.0,1.0,0.0,1.0,50.78071428571428,0.0,0.0,0.0,0.0,2198.3581785714277,251.87857142857143,7.0,241.99035714285716,107.14285714285714,16.482142857142858,0.0,12.0,2.0,2.0,0.0,False,2249.1388928571414,1.036578465047849
114,0,26,13,1,0.0,0.0,0.0,1.0,0.0,35.714285714285715,0.0,0.0,0.0,213.57989285714265,0.0,1406.2557142857145,7.0,1016.8685714285714,107.14285714285714,41.86857142857143,132.14285714285714,17.0,7.0,6.0,2.0,False,249.29417857142835,1.381569049049274
116,0,47,239,1,0.0,0.0,0.0,0.0,0.0,637.8357142857143,0.0,0.0,0.0,0.0,0.0,91.0807142857143,2.0,126.92857142857144,0.0,124.96428571428572,0.0,2.0,0.0,1.0,0.0,False,637.8357142857143,0.7119653824678951
118,0,43,92,1,1.0,2.0,0.0,0.0,0.0,1184.938214285714,5876.2814285714285,10443.760928571424,0.0,0.0,0.0,3098.8125,4.0,1618.580357142857,142.85714285714286,670.8960714285713,266.2142857142857,34.0,1.0,26.0,7.0,False,17504.98057142857,1.91334285226001
120,1,32,14,1,2.0,0.0,0.0,0.0,0.0,156.81750000000002,4.548571428571429,0.0,0.0,0.0,0.0,1036.2667857142858,3.0,710.9821428571429,114.28571428571428,139.55357142857142,456.9285714285714,19.0,1.0,9.0,8.0,False,161.36607142857144,1.4554673823079431
122,1,39,80,1,0.0,0.0,0.0,0.0,0.0,1392.7667857142858,0.0,0.0,0.0,0.0,0.0,857.1078571428571,3.0,862.4289285714285,0.0,0.0,861.7860714285714,5.0,0.0,0.0,4.0,False,1392.7667857142858,0.9926791062710514
123,0,22,40,2,0.0,0.0,0.0,0.0,0.0,8883.968214285715,0.0,0.0,0.0,0.0,0.0,30.38178571428572,2.0,35.892857142857146,0.0,33.92857142857143,0.0,2.0,0.0,1.0,0.0,False,8883.968214285715,0.8235140367860599
127,0,25,150,1,0.0,0.0,1.0,0.0,0.0,2893.112857142857,0.0,0.0,199.0569999999989,0.0,0.0,32.15,3.0,52.142857142857146,0.0,0.0,52.142857142857146,4.0,0.0,0.0,4.0,False,3092.169857142856,0.6049731182795698
129,1,42,126,1,0.0,0.0,0.0,0.0,0.0,1103.6585714285711,0.0,0.0,0.0,0.0,0.0,1062.0342857142855,5.0,1021.6071428571428,678.5714285714286,0.0,343.0357142857143,9.0,2.0,0.0,7.0,False,1103.6585714285711,1.0385555128697657
130,0,60,147,1,0.0,0.0,1.0,0.0,0.0,12.750357142857142,0.0,0.0,199.0569999999989,0.0,0.0,1922.2571428571428,24.0,1958.1642857142856,185.7142857142857,85.37142857142858,496.0357142857143,45.0,6.0,11.0,3.0,False,211.8073571428561,0.9811617927469074
131,1,47,92,1,0.0,0.0,0.0,0.0,0.0,898.485,0.0,0.0,0.0,0.0,0.0,23.214285714285715,1.0,24.321428571428573,0.0,0.0,22.142857142857142,3.0,0.0,0.0,2.0,False,898.485,0.916784203102962
132,1,50,53,1,1.0,0.0,0.0,0.0,0.0,79.41857142857143,1259.155,0.0,0.0,0.0,0.0,68.40142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1338.5735714285713,68.40142857142857
134,1,32,128,1,0.0,0.0,0.0,0.0,1.0,2809.1978571428567,0.0,0.0,0.0,0.0,2198.3581785714277,528.7110714285715,3.0,403.82142857142856,285.7142857142857,0.0,0.0,6.0,2.0,0.0,0.0,False,5007.556035714284,1.306035288928099
136,1,33,52,1,0.0,0.0,0.0,0.0,0.0,564.9810714285715,0.0,0.0,0.0,0.0,0.0,399.0728571428572,2.0,96.64285714285714,0.0,0.0,95.10714285714286,4.0,0.0,0.0,3.0,False,564.9810714285715,4.087066569129481
137,0,63,168,3,0.0,1.0,0.0,0.0,0.0,185.72214285714287,0.0,0.0,0.0,0.0,0.0,447.11285714285714,2.0,503.9807142857143,178.57142857142858,255.9092857142857,67.42857142857143,11.0,1.0,6.0,3.0,False,185.72214285714287,0.8854058075768099
139,0,74,64,1,0.0,0.0,1.0,1.0,0.0,1653.9632142857142,0.0,0.0,0.0,213.57989285714265,0.0,406.5010714285714,13.0,466.9139285714286,303.57142857142856,59.75535714285714,25.714285714285715,18.0,2.0,3.0,1.0,False,1867.5431071428568,0.8687518079866642
142,0,27,183,1,0.0,0.0,0.0,0.0,0.0,1511.6839285714286,0.0,0.0,0.0,0.0,0.0,714.2857142857143,1.0,728.1071428571429,0.0,0.0,725.9285714285714,2.0,0.0,0.0,1.0,False,1511.6839285714286,0.9796718099436688
143,0,66,18,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,213.57989285714265,0.0,5960.831928571426,10.0,5551.514607142851,71.42857142857143,670.8960714285713,2160.4502857142847,50.0,2.0,26.0,15.0,False,213.57989285714265,1.07353737005992
147,1,25,176,1,0.0,0.0,0.0,0.0,0.0,125.5625,0.0,0.0,0.0,0.0,0.0,542.9378571428572,4.0,205.7142857142857,17.857142857142858,2.142857142857143,185.7142857142857,6.0,1.0,1.0,4.0,False,125.5625,2.6265134761575677
148,1,45,42,1,0.0,3.0,0.0,0.0,0.0,132.09857142857143,0.0,5560.714285714285,0.0,0.0,0.0,5960.831928571426,6.0,2378.608928571429,0.0,0.0,2160.4502857142847,23.0,0.0,0.0,21.0,False,5692.812857142857,2.504962835279805
149,1,54,18,1,0.0,0.0,0.0,0.0,0.0,574.6835714285714,0.0,0.0,0.0,0.0,0.0,635.215,2.0,629.1071428571429,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,574.6835714285714,1.0081063311228249
156,1,54,95,1,1.0,1.0,0.0,0.0,0.0,417.8764285714286,6458.979285714287,9760.005357142858,0.0,0.0,0.0,1830.454642857143,7.0,4655.535714285715,0.0,0.0,1012.6785714285714,8.0,0.0,0.0,6.0,False,16636.861071428575,0.3930936548476412
157,1,25,151,1,0.0,0.0,0.0,0.0,0.0,3970.2717857142857,0.0,0.0,0.0,0.0,0.0,1023.9342857142856,3.0,1076.5357142857142,357.1428571428572,157.80357142857142,343.32142857142856,18.0,2.0,6.0,7.0,False,3970.2717857142857,0.9502555434026052
158,1,0,152,1,1.0,0.0,0.0,0.0,0.0,326.6303571428571,16117.897142857142,0.0,0.0,0.0,0.0,2353.784285714286,5.0,1208.428214285714,0.0,670.8960714285713,0.0,13.0,0.0,13.0,0.0,False,16444.5275,1.9461959444235608
159,1,33,152,1,0.0,0.0,0.0,0.0,0.0,1577.5682142857145,0.0,0.0,0.0,0.0,0.0,714.3042857142857,3.0,3124.072142857143,178.57142857142858,65.37857142857142,2160.4502857142847,15.0,1.0,1.0,10.0,False,1577.5682142857145,0.2285720946784999
160,0,41,181,1,0.0,0.0,0.0,0.0,0.0,3314.279642857143,0.0,0.0,0.0,0.0,0.0,1104.7310714285716,3.0,708.7110714285715,0.0,50.13964285714286,657.8214285714286,23.0,0.0,7.0,15.0,False,3314.279642857143,1.556592697933918
162,0,51,123,1,0.0,0.0,0.0,0.0,0.0,1.9646428571428567,0.0,0.0,0.0,0.0,0.0,500.0378571428572,2.0,380.7857142857143,178.57142857142858,0.0,202.2142857142857,6.0,3.0,0.0,3.0,False,1.9646428571428567,1.309734331150608
163,0,60,51,1,1.0,2.0,0.0,0.0,0.0,1304.829642857143,3096.087142857143,1687.600357142857,0.0,0.0,0.0,5960.831928571426,6.0,5551.514607142851,535.7142857142857,670.8960714285713,205.74642857142857,9.0,1.0,2.0,4.0,False,6088.517142857143,1.07353737005992
167,1,73,92,1,0.0,0.0,0.0,0.0,0.0,3446.8114285714287,0.0,0.0,0.0,0.0,0.0,232.86392857142852,3.0,170.625,42.85714285714285,90.73214285714286,37.035714285714285,15.0,3.0,8.0,4.0,False,3446.8114285714287,1.356818229112475
171,0,22,151,1,0.0,0.0,0.0,0.0,0.0,4112.732857142857,0.0,0.0,0.0,0.0,0.0,854.5785714285714,3.0,967.6146428571428,435.7142857142857,347.7575,178.14285714285714,59.0,12.0,27.0,9.0,False,4112.732857142857,0.8822688958199136
172,0,56,188,1,3.0,0.0,0.0,1.0,0.0,0.0414285714285714,4191.274285714286,0.0,0.0,28.97142857142857,0.0,109.97392857142856,6.0,18.0,0.0,0.0,15.857142857142858,5.0,0.0,0.0,2.0,False,4220.287142857143,5.788101503759399
173,1,23,150,1,0.0,0.0,0.0,0.0,0.0,3913.7982142857145,0.0,0.0,0.0,0.0,0.0,0.0210714285714285,1.0,1.9642857142857144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,3913.7982142857145,0.0071084337349397
177,0,22,71,1,0.0,0.0,0.0,0.0,0.0,3515.7771428571427,0.0,0.0,0.0,0.0,0.0,540.5871428571429,2.0,180.9642857142857,0.0,0.0,178.57142857142858,3.0,0.0,0.0,2.0,False,3515.7771428571427,2.970842001962709
