,Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,TransactionsCred,VolumeDeb,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Dormant,Total_ActBal,Credit_Debit_Ratio
35,36,0.0,49,263,1,1.0,2.0,0.0,0.0,0.0,60.99785714285714,1912.6325,3697.8375,0.0,0.0,0.0,5960.831928571426,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5671.467857142858,5960.831928571426
36,37,0.0,30,172,1,1.0,0.0,0.0,0.0,0.0,19.013571428571428,3850.1732142857145,0.0,0.0,0.0,0.0,1205.1785714285713,3.0,889.6303571428572,382.14285714285717,265.8803571428571,238.92857142857142,32.0,12.0,16.0,2.0,False,3869.186785714286,1.353174817996082
37,38,0.0,27,12,1,1.0,0.0,0.0,0.0,0.0,6398.112142857143,7908.8832142857145,0.0,0.0,0.0,0.0,987.8585714285715,4.0,957.6796428571428,307.14285714285717,219.42964285714285,427.7142857142857,26.0,4.0,12.0,9.0,False,14306.995357142858,1.0304365788809984
38,39,1.0,78,51,1,0.0,0.0,0.0,0.0,1.0,1548.2375,0.0,0.0,0.0,0.0,286.72357142857146,670.2682142857142,4.0,756.5846428571429,196.42857142857142,336.8703571428572,71.42857142857143,35.0,1.0,28.0,1.0,False,1834.9610714285714,0.8847436660778591
39,40,1.0,27,33,1,0.0,0.0,0.0,0.0,0.0,871.7367857142857,0.0,0.0,0.0,0.0,0.0,0.0010714285714285715,1.0,18.035714285714285,0.0,0.0,18.035714285714285,1.0,0.0,0.0,1.0,False,871.7367857142857,5.6285178236397755e-05
40,41,1.0,20,198,1,0.0,0.0,1.0,0.0,0.0,194.9557142857143,0.0,0.0,199.05699999999894,0.0,0.0,1638.6285714285714,4.0,948.9107142857143,310.7142857142857,523.9107142857143,107.14285714285714,18.0,6.0,7.0,1.0,False,394.01271428571323,1.7250343077356893
41,42,1.0,23,4,1,0.0,12.0,0.0,0.0,0.0,875.3714285714286,0.0,0.0,0.0,0.0,0.0,643.1878571428571,4.0,546.6428571428571,178.57142857142858,68.53571428571429,296.07142857142856,9.0,1.0,1.0,6.0,False,875.3714285714286,1.17446589278727
42,43,0.0,65,83,1,0.0,0.0,1.0,0.0,0.0,10632.118249999996,0.0,0.0,0.0,0.0,0.0,2230.964285714286,22.0,2242.764642857143,410.7142857142857,334.59785714285715,551.6428571428571,51.0,7.0,10.0,13.0,False,10632.118249999996,0.994295142681918
43,44,0.0,35,51,1,0.0,0.0,0.0,0.0,0.0,186.8460714285714,0.0,0.0,0.0,0.0,0.0,0.19642857142857142,1.0,362.64285714285717,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,186.8460714285714,0.0005401689255549008
44,45,1.0,63,52,1,1.0,0.0,0.0,0.0,0.0,0.0,20632.692642857142,0.0,0.0,0.0,0.0,5.913928571428571,2.0,3.392857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,20632.692642857142,1.3462601626016262
45,46,1.0,45,95,1,1.0,1.0,0.0,0.0,0.0,503.99357142857144,3628.3885714285716,1891.0521428571428,0.0,0.0,0.0,2470.3732142857143,6.0,4293.023214285714,857.1428571428571,407.1660714285714,591.8571428571429,35.0,5.0,9.0,16.0,False,6023.434285714286,0.5753050440125873
46,47,1.0,45,229,1,1.0,5.0,0.0,0.0,0.0,622.2275,1537.0542857142857,0.0,0.0,0.0,0.0,15.823571428571428,2.0,1060.3060714285714,0.0,6.073928571428572,1053.375,22.0,0.0,2.0,19.0,False,2159.2817857142854,0.014909526907042099
47,48,1.0,64,92,1,0.0,5.0,1.0,0.0,0.0,2418.3175,0.0,10443.760928571424,0.0,0.0,0.0,360.97499999999997,2.0,308.5357142857143,178.57142857142858,0.0,128.67857142857142,8.0,1.0,0.0,6.0,False,12862.078428571425,1.1661820699203875
48,49,0.0,46,19,2,0.0,0.0,0.0,0.0,0.0,4.145357142857143,0.0,0.0,0.0,0.0,0.0,415.73821428571426,9.0,111.71428571428571,0.0,0.0,108.67857142857143,3.0,0.0,0.0,2.0,False,4.145357142857143,3.6884252217997466
49,50,0.0,33,109,1,0.0,0.0,0.0,0.0,0.0,169.5635714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,169.5635714285714,0.0
50,51,0.0,67,85,1,1.0,0.0,1.0,0.0,0.0,1856.7185714285715,5.896071428571429,0.0,0.0,0.0,0.0,34.80392857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1862.614642857143,34.80392857142857
51,52,0.0,43,53,1,0.0,0.0,0.0,1.0,0.0,960.5725,0.0,0.0,0.0,0.4642857142857143,0.0,49.799642857142864,4.0,36.60321428571429,17.857142857142858,0.0,0.0,8.0,1.0,0.0,0.0,False,961.0367857142857,1.3243453732108768
52,53,1.0,64,125,1,1.0,9.0,1.0,1.0,0.0,0.0,7522.666428571429,10443.760928571424,199.05699999999894,213.57989285714262,0.0,4412.515,4.0,5510.359642857143,857.1428571428571,670.8960714285713,2160.4502857142847,68.0,8.0,21.0,34.0,False,18379.064249999996,0.8006218584771052
53,54,1.0,38,149,1,0.0,0.0,0.0,0.0,1.0,4.55,0.0,0.0,0.0,0.0,2198.3581785714273,864.5207142857143,3.0,663.467857142857,0.0,0.0,107.14285714285714,6.0,0.0,0.0,1.0,False,2202.9081785714275,1.3010722866310853
54,55,0.0,51,137,1,0.0,0.0,0.0,0.0,0.0,735.1589285714286,0.0,0.0,0.0,0.0,0.0,1124.0460714285714,5.0,1104.1785714285713,0.0,0.0,1098.5,13.0,0.0,0.0,6.0,False,735.1589285714286,1.0170719017611893
55,56,1.0,54,105,1,1.0,0.0,0.0,0.0,0.0,583.7142857142857,2907.094285714286,0.0,0.0,0.0,0.0,977.3978571428571,3.0,478.74571428571426,314.2857142857143,164.46,0.0,10.0,3.0,7.0,0.0,False,3490.8085714285717,2.0373248327983275
56,57,1.0,28,157,1,0.0,0.0,0.0,0.0,0.0,1155.26,0.0,0.0,0.0,0.0,0.0,134.35750000000002,20.0,183.73499999999999,107.14285714285714,34.735,36.57142857142857,6.0,1.0,2.0,1.0,False,1155.26,0.727298562806182
57,58,0.0,45,49,1,0.0,6.0,0.0,0.0,0.0,1263.0528571428572,0.0,1793.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3056.9528571428573,0.0
58,59,0.0,32,149,1,0.0,0.0,0.0,0.0,0.0,5676.246428571429,0.0,0.0,0.0,0.0,0.0,449.7532142857143,2.0,85.44285714285715,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,5676.246428571429,5.202896215501569
59,60,0.0,20,28,1,0.0,0.0,0.0,0.0,0.0,3891.1160714285716,0.0,0.0,0.0,0.0,0.0,356.4042857142857,2.0,1.9642857142857142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,3891.1160714285716,120.23277108433734
60,61,0.0,14,159,1,0.0,0.0,0.0,0.0,0.0,232.83535714285716,0.0,0.0,0.0,0.0,0.0,0.00035714285714285714,1.0,0.8928571428571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,232.83535714285716,0.00018867924528301889
61,62,1.0,51,113,1,0.0,0.0,0.0,0.0,0.0,317.9525,0.0,0.0,0.0,0.0,0.0,321.43321428571426,2.0,261.5,139.28571428571428,0.0,111.5,4.0,2.0,0.0,1.0,False,317.9525,1.2245074829931972
62,63,1.0,37,29,1,1.0,2.0,0.0,0.0,0.0,351.8014285714286,17220.452857142856,5616.197857142857,0.0,0.0,0.0,623.8671428571428,4.0,362.6092857142857,0.0,0.0,361.28785714285715,4.0,0.0,0.0,3.0,False,23188.45214285714,1.7157624058791519
63,64,0.0,61,38,1,0.0,0.0,1.0,0.0,0.0,0.7596428571428572,0.0,0.0,0.0,0.0,0.0,1275.8267857142857,5.0,1449.484642857143,535.7142857142857,518.1278571428571,393.03535714285715,51.0,3.0,42.0,4.0,False,0.7596428571428572,0.8795865519825024
64,65,0.0,67,180,1,0.0,0.0,0.0,0.0,0.0,220.45892857142857,0.0,0.0,0.0,0.0,0.0,191.17892857142857,4.0,190.10714285714286,75.0,18.571428571428573,85.82142857142857,19.0,6.0,9.0,2.0,False,220.45892857142857,1.0003756307232292
65,66,1.0,62,91,1,1.0,1.0,0.0,1.0,0.0,101.32392857142858,4104.848928571429,0.0,0.0,213.57989285714262,0.0,2135.977142857143,9.0,5551.514607142851,0.0,670.8960714285713,0.0,23.0,0.0,14.0,0.0,False,4419.752750000001,0.38468645181219063
66,67,0.0,14,20,1,0.0,0.0,0.0,0.0,0.0,1682.8132142857141,0.0,0.0,0.0,0.0,0.0,632.0292857142857,2.0,69.53571428571429,0.0,60.785714285714285,0.0,3.0,0.0,1.0,0.0,False,1682.8132142857141,8.960415189873418
67,68,1.0,54,20,1,0.0,0.0,1.0,0.0,0.0,4714.448214285714,0.0,0.0,0.0,0.0,0.0,874.6642857142857,6.0,815.5914285714287,678.5553571428571,34.339285714285715,10.714285714285714,33.0,13.0,3.0,1.0,False,4714.448214285714,1.0711161728019256
68,69,1.0,41,17,1,0.0,0.0,0.0,0.0,0.0,1909.81,0.0,0.0,0.0,0.0,0.0,3851.0192857142856,3.0,988.4967857142857,135.71428571428572,199.08214285714286,653.7003571428571,21.0,2.0,10.0,9.0,False,1909.81,3.8918967108461695
69,70,1.0,38,152,1,0.0,0.0,0.0,0.0,0.0,346.48535714285714,0.0,0.0,0.0,0.0,0.0,1785.7192857142857,3.0,1731.7975000000001,632.1428571428571,130.44285714285715,937.6046428571428,19.0,4.0,3.0,10.0,False,346.48535714285714,1.030541240805279
70,71,0.0,43,15,1,0.0,0.0,1.0,0.0,0.0,53.59607142857143,0.0,0.0,0.0,0.0,0.0,271.43035714285713,2.0,301.5,178.57142857142858,0.0,120.32142857142857,6.0,2.0,0.0,3.0,False,53.59607142857143,0.8972904368358914
71,72,1.0,47,129,1,0.0,0.0,0.0,0.0,0.0,1377.3742857142859,0.0,0.0,0.0,0.0,0.0,430.82428571428574,4.0,1261.107142857143,357.14285714285717,0.0,880.1071428571429,13.0,1.0,0.0,10.0,False,1377.3742857142859,0.3413531792071083
72,73,1.0,87,163,1,1.0,1.0,1.0,0.0,0.0,179.35714285714286,21.01607142857143,10443.760928571424,0.0,0.0,0.0,1283.6885714285713,6.0,1053.6,0.0,0.0,304.51642857142855,4.0,0.0,0.0,2.0,False,10644.134142857138,1.2172279266343367
73,74,1.0,63,20,1,1.0,0.0,0.0,1.0,0.0,736.7660714285714,0.0,0.0,0.0,18.76214285714286,0.0,833.285,8.0,708.3928571428571,214.28571428571428,0.0,492.67857142857144,7.0,3.0,0.0,2.0,False,755.5282142857143,1.1746453204450487
74,75,1.0,59,57,1,1.0,35.0,0.0,0.0,0.0,3707.065714285714,5589.0225,4392.478571428571,0.0,0.0,0.0,503.6742857142857,5.0,511.2857142857143,53.57142857142857,188.67857142857142,266.5357142857143,13.0,1.0,6.0,5.0,False,13688.566785714283,0.9831901840490799
75,76,0.0,66,178,1,0.0,0.0,1.0,1.0,1.0,178.30857142857144,0.0,0.0,0.0,213.57989285714262,2198.3581785714273,792.6785714285714,7.0,1587.8096428571428,285.7142857142857,39.42857142857143,0.0,16.0,2.0,1.0,0.0,False,2590.2466428571415,0.4989134947614645
76,77,1.0,71,2,1,0.0,0.0,0.0,0.0,0.0,168.1757142857143,0.0,0.0,0.0,0.0,0.0,1752.8139285714285,2.0,1470.9864285714286,232.14285714285714,670.8960714285713,492.64285714285717,16.0,1.0,10.0,4.0,False,168.1757142857143,1.1907813105807943
77,78,0.0,24,142,1,0.0,0.0,0.0,0.0,0.0,3684.7542857142857,0.0,0.0,0.0,0.0,0.0,4312.963571428571,5.0,2721.265,435.4785714285714,670.8960714285713,683.6071428571429,64.0,3.0,47.0,10.0,False,3684.7542857142857,1.5843290684149307
78,79,0.0,41,75,1,2.0,1.0,0.0,0.0,0.0,340.195,901.5539285714285,4771.731071428571,0.0,0.0,0.0,50.348571428571425,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6013.48,50.348571428571425
79,80,1.0,9,81,1,0.0,0.0,0.0,0.0,0.0,2756.8267857142855,0.0,0.0,0.0,0.0,0.0,25.000357142857144,2.0,18.62142857142857,0.0,18.62142857142857,0.0,6.0,0.0,6.0,0.0,False,2756.8267857142855,1.2741354204586823
80,81,1.0,86,19,1,0.0,0.0,0.0,0.0,0.0,5860.190714285714,0.0,0.0,0.0,0.0,0.0,0.0732142857142857,1.0,3.392857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,5860.190714285714,0.016666666666666666
81,82,0.0,20,151,1,0.0,1.0,0.0,0.0,0.0,10632.118249999996,0.0,10443.760928571424,0.0,0.0,0.0,1001.5760714285715,4.0,886.0357142857143,357.14285714285717,0.0,525.2857142857143,16.0,1.0,0.0,14.0,False,21075.87917857142,1.1291271087490438
82,83,0.0,43,111,1,3.0,7.0,0.0,0.0,0.0,14.855,20632.692642857142,0.0,0.0,0.0,0.0,569.7671428571429,4.0,225.07142857142858,0.0,0.0,224.39285714285714,4.0,0.0,0.0,3.0,False,20647.547642857142,2.5202969984202213
83,84,1.0,66,235,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
84,85,0.0,25,60,1,0.0,0.0,1.0,0.0,0.0,364.4975,0.0,0.0,0.0,0.0,0.0,196.49642857142857,3.0,120.25,71.42857142857143,8.892857142857142,29.214285714285715,6.0,2.0,1.0,2.0,False,364.4975,1.6205891016200293
85,86,1.0,36,31,1,0.0,0.0,0.0,0.0,0.0,34.32214285714286,0.0,0.0,0.0,0.0,0.0,5960.831928571426,4.0,1086.5821428571428,460.7142857142857,0.0,203.67857142857142,15.0,6.0,0.0,5.0,False,34.32214285714286,5.480810776197527
86,87,1.0,45,58,1,0.0,19.0,0.0,0.0,0.0,826.4403571428572,0.0,1035.577142857143,0.0,0.0,0.0,0.00035714285714285714,1.0,3.392857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,1862.0175000000002,8.13008130081301e-05
87,88,1.0,21,33,1,0.0,0.0,0.0,0.0,0.0,7153.650000000001,0.0,0.0,0.0,0.0,0.0,127.57214285714285,3.0,110.06428571428572,46.42857142857143,62.385714285714286,0.0,12.0,5.0,6.0,0.0,False,7153.650000000001,1.1486333526271786
88,89,0.0,40,118,1,1.0,2.0,0.0,0.0,0.0,137.70142857142858,893.1703571428571,1462.0660714285714,0.0,0.0,0.0,1979.1557142857143,6.0,2601.4375,857.1428571428571,82.43107142857143,715.4350000000001,24.0,8.0,2.0,13.0,False,2492.937857142857,0.7605007667948661
89,90,0.0,20,81,1,0.0,0.0,0.0,0.0,0.0,649.5714285714286,0.0,0.0,0.0,0.0,0.0,107.1432142857143,2.0,78.95357142857142,35.714285714285715,3.382142857142857,35.82142857142857,4.0,1.0,1.0,1.0,False,649.5714285714286,1.3400678965471033
90,91,1.0,35,61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.7807142857143,2.0,1196.107142857143,571.4285714285714,503.25,121.42857142857143,29.0,4.0,23.0,2.0,False,0.0,1.01726960828187
91,92,1.0,59,149,1,0.0,0.0,0.0,0.0,0.0,2728.945714285714,0.0,0.0,0.0,0.0,0.0,5960.831928571426,6.0,5551.514607142851,0.0,670.8960714285713,2160.4502857142847,36.0,0.0,15.0,12.0,False,2728.945714285714,1.07353737005992
92,93,0.0,31,8,1,2.0,0.0,1.0,1.0,0.0,8.870357142857143,3655.8189285714284,0.0,23.064285714285713,1.4285714285714286,0.0,2186.5410714285713,25.0,2137.954642857143,32.142857142857146,0.0,220.32142857142858,36.0,1.0,0.0,8.0,False,3689.182142857143,1.022247516435348
93,94,1.0,22,189,1,1.0,0.0,0.0,0.0,0.0,8079.0425000000005,7620.556071428572,0.0,0.0,0.0,0.0,527.6478571428571,4.0,367.0892857142857,232.14285714285714,79.0,55.30357142857143,7.0,1.0,2.0,3.0,False,15699.598571428573,1.4334779022946682
94,95,1.0,35,151,1,0.0,0.0,1.0,0.0,1.0,3662.217857142857,0.0,0.0,0.0,0.0,2198.3581785714273,1808.9675,18.0,2289.280714285714,857.1428571428571,0.0,60.392857142857146,26.0,6.0,0.0,2.0,False,5860.576035714284,0.7898453183998344
95,96,1.0,30,151,1,1.0,2.0,0.0,0.0,0.0,22.32857142857143,2077.6125,10443.760928571424,0.0,0.0,0.0,438.7257142857143,3.0,110.35714285714286,0.0,0.0,108.57142857142857,3.0,0.0,0.0,2.0,False,12543.701999999996,3.939807568954458
96,97,0.0,71,135,1,1.0,0.0,1.0,0.0,1.0,67.99249999999999,6082.5599999999995,0.0,142.06607142857143,0.0,809.465,3048.8942857142856,20.0,2644.3185714285714,857.1428571428571,304.33178571428573,433.1928571428571,53.0,9.0,15.0,10.0,False,7102.083571428571,1.1525622352803309
