Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,TransactionsCred,VolumeDeb,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Dormant,Total_ActBal,Credit_Debit_Ratio
91,1,35,61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.7807142857143,2.0,1196.107142857143,571.4285714285714,503.25,121.42857142857144,29.0,4.0,23.0,2.0,False,0.0,1.01726960828187
94,1,22,189,1,1.0,0.0,0.0,0.0,0.0,8079.0425,7620.556071428572,0.0,0.0,0.0,0.0,527.6478571428571,4.0,367.0892857142857,232.14285714285717,79.0,55.30357142857143,7.0,1.0,2.0,3.0,False,15699.598571428573,1.4334779022946682
97,0,71,135,1,1.0,0.0,1.0,0.0,1.0,67.99249999999999,6082.56,0.0,142.06607142857143,0.0,809.465,3048.8942857142856,20.0,2644.3185714285714,857.1428571428571,304.33178571428573,433.1928571428571,53.0,9.0,15.0,10.0,False,7102.083571428571,1.1525622352803309
98,1,51,150,1,0.0,0.0,1.0,0.0,0.0,468.4696428571429,0.0,0.0,0.0,0.0,0.0,153.57214285714286,5.0,236.5885714285714,0.0,7.159999999999999,226.03571428571428,7.0,0.0,1.0,5.0,False,468.4696428571429,0.6463784934340276
99,0,68,150,1,0.0,12.0,0.0,0.0,0.0,22.898571428571422,0.0,4689.070357142858,0.0,0.0,0.0,1807.3528571428567,5.0,1669.2364285714286,0.0,670.8960714285713,698.7142857142857,34.0,0.0,17.0,15.0,False,4711.968928571429,1.082094023472297
100,0,39,86,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,213.57989285714265,802.8071428571428,1471.782857142857,11.0,1351.4978571428571,35.714285714285715,413.40857142857146,327.2857142857143,36.0,1.0,17.0,8.0,False,1016.3870357142856,1.0881960731915603
101,1,63,139,1,1.0,2.0,0.0,0.0,0.0,473.3592857142857,452.2821428571429,10443.760928571424,0.0,0.0,0.0,227.3657142857143,4.0,393.89142857142855,357.1428571428572,0.0,10.821428571428571,5.0,1.0,0.0,1.0,False,11369.402357142852,0.5757676612739849
104,1,10,65,1,1.0,1.0,0.0,0.0,0.0,501.29,20632.692642857142,0.0,0.0,0.0,0.0,528.3824999999999,4.0,556.1075,0.0,53.0,495.8575,10.0,0.0,1.0,8.0,False,21133.982642857143,0.9484390355541794
105,1,49,150,1,0.0,0.0,0.0,0.0,0.0,670.2957142857142,0.0,0.0,0.0,0.0,0.0,1046.4614285714283,4.0,683.7242857142857,303.57142857142856,374.7957142857143,0.0,13.0,3.0,6.0,0.0,False,670.2957142857142,1.5282960607710716
109,1,64,151,1,0.0,0.0,0.0,0.0,0.0,1113.5185714285717,0.0,0.0,0.0,0.0,0.0,1721.251785714286,5.0,1979.8675,589.2857142857143,471.1089285714285,909.6157142857144,60.0,11.0,32.0,10.0,False,1113.5185714285717,0.8689383745829975
110,1,55,76,1,1.0,1.0,0.0,0.0,0.0,62.47035714285715,1146.4957142857145,0.0,0.0,0.0,0.0,5960.831928571426,8.0,5551.514607142851,0.0,0.0,395.4285714285714,8.0,0.0,0.0,7.0,False,1208.9660714285717,1.07353737005992
111,0,34,94,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.5575,0.0,0.0,1329.8528571428571,4.0,1889.8721428571428,857.1428571428571,267.8364285714286,369.5357142857143,15.0,2.0,6.0,6.0,False,31.5575,0.7033013110730083
115,0,57,144,1,0.0,0.0,0.0,0.0,0.0,415.8978571428571,0.0,0.0,0.0,0.0,0.0,5960.831928571426,4.0,4104.453214285714,500.0,11.960714285714284,0.0,6.0,2.0,1.0,0.0,False,415.8978571428571,1.4519303028054404
117,0,43,153,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.4110714285714,8.0,1232.3910714285714,0.0,522.0407142857142,705.5289285714287,31.0,0.0,19.0,11.0,False,0.0,0.8881295615021884
119,0,25,152,1,1.0,3.0,0.0,0.0,0.0,194.95892857142857,3573.113214285714,8287.8875,0.0,0.0,0.0,218.9935714285714,3.0,89.98214285714286,0.0,53.94642857142857,33.642857142857146,6.0,0.0,3.0,2.0,False,12055.959642857144,2.4069950932286552
121,0,25,31,1,1.0,1.0,1.0,1.0,0.0,37.82142857142857,541.4121428571428,329.60785714285714,98.14071428571428,2.357142857142857,0.0,2883.950714285714,9.0,2519.906428571429,71.42857142857143,670.8960714285713,727.1428571428571,45.0,1.0,26.0,17.0,False,1009.3392857142856,1.1440133920083733
124,1,68,47,1,0.0,0.0,1.0,0.0,0.0,120.495,0.0,0.0,0.0,0.0,0.0,637.6189285714287,5.0,456.8696428571429,0.0,0.0,332.71964285714284,8.0,0.0,0.0,5.0,False,120.495,1.392577425733307
125,1,38,175,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.12071428571429,0.0,1754.0835714285713,13.0,2070.089285714286,392.8571428571428,300.1392857142857,521.9464285714286,28.0,1.0,8.0,13.0,False,108.12071428571429,0.8469376880695976
126,0,33,173,1,0.0,0.0,1.0,0.0,0.0,70.79964285714286,0.0,0.0,0.0,0.0,0.0,771.6589285714286,8.0,999.0714285714286,0.0,0.0,994.7142857142856,23.0,0.0,0.0,22.0,False,70.79964285714286,0.7716038140132848
128,1,70,6,1,0.0,0.0,1.0,0.0,0.0,31.292857142857144,0.0,0.0,0.0,0.0,0.0,633.4371428571429,3.0,612.8857142857142,0.0,10.953571428571427,598.5392857142857,13.0,0.0,1.0,11.0,False,31.292857142857144,1.0318486456297125
133,1,46,6,1,0.0,0.0,0.0,0.0,0.0,140.6675,0.0,0.0,0.0,0.0,0.0,0.0189285714285714,1.0,1.4285714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,140.6675,0.0077941176470588
135,1,24,82,1,0.0,0.0,0.0,0.0,0.0,184.10607142857145,0.0,0.0,0.0,0.0,0.0,0.0017857142857142,1.0,169.53821428571428,71.42857142857143,95.60964285714286,0.0,10.0,4.0,4.0,0.0,False,184.10607142857145,1.0471050686167954e-05
138,1,47,79,1,0.0,0.0,0.0,0.0,0.0,114.59142857142857,0.0,0.0,0.0,0.0,0.0,182.15892857142856,2.0,123.60714285714286,0.0,0.0,121.42857142857144,2.0,0.0,0.0,1.0,False,114.59142857142857,1.461865864144454
140,1,25,125,1,0.0,0.0,1.0,0.0,0.0,7337.821785714286,0.0,0.0,0.0,0.0,0.0,3904.183214285714,11.0,3452.340714285714,0.0,0.0,2160.4502857142847,7.0,0.0,0.0,3.0,False,7337.821785714286,1.1305525684549351
141,0,20,24,1,1.0,4.0,0.0,0.0,0.0,36.60178571428571,4264.655,0.0,0.0,0.0,0.0,547.0492857142857,3.0,1228.7485714285715,160.71428571428572,670.8960714285713,60.71428571428572,13.0,4.0,4.0,1.0,False,4301.256785714286,0.4448464494484354
144,1,67,104,1,0.0,0.0,0.0,0.0,0.0,1214.7921428571428,0.0,0.0,0.0,0.0,0.0,178.57357142857146,2.0,42.42857142857143,14.285714285714286,28.142857142857142,0.0,3.0,1.0,2.0,0.0,False,1214.7921428571428,4.111891447368421
145,1,14,52,1,1.0,0.0,0.0,0.0,0.0,78.52464285714287,20632.692642857142,0.0,0.0,0.0,0.0,1251.037857142857,4.0,1242.7892857142856,585.7142857142857,116.03928571428573,539.6071428571429,21.0,6.0,6.0,8.0,False,20711.217285714287,1.00582781304826
146,1,37,89,1,0.0,0.0,0.0,0.0,0.0,0.2582142857142857,0.0,0.0,0.0,0.0,0.0,446.9789285714286,3.0,345.87142857142857,35.714285714285715,310.15714285714284,0.0,15.0,1.0,14.0,0.0,False,0.2582142857142857,1.2886011696388122
150,0,27,3,1,0.0,0.0,1.0,0.0,0.0,11.594285714285714,0.0,0.0,0.0,0.0,0.0,1539.13,4.0,1441.0514285714287,442.8571428571428,670.8960714285713,20.428571428571427,59.0,4.0,48.0,1.0,False,11.594285714285714,1.0673197706442012
151,1,58,265,1,1.0,0.0,0.0,0.0,0.0,3053.753928571429,20632.692642857142,0.0,0.0,0.0,0.0,1688.0925,6.0,1985.6028571428567,321.42857142857144,294.9242857142857,1364.607142857143,18.0,2.0,6.0,8.0,False,23686.44657142857,0.8497382825814636
152,1,50,64,1,0.0,0.0,1.0,0.0,0.0,4230.166428571429,0.0,0.0,0.0,0.0,0.0,192.2892857142857,2.0,283.56071428571425,125.0,0.0,10.714285714285714,6.0,2.0,0.0,1.0,False,4230.166428571429,0.6757408034941076
153,0,67,92,1,1.0,0.0,1.0,0.0,0.0,936.1510714285714,2514.2160714285715,0.0,0.0,0.0,0.0,3553.2957142857144,56.0,3820.026785714286,264.2857142857143,418.0132142857143,1398.142857142857,92.0,12.0,15.0,18.0,False,3450.367142857143,0.9299321657650922
154,1,28,151,1,0.0,0.0,0.0,0.0,0.0,785.9264285714286,0.0,0.0,0.0,0.0,0.0,446.4325,5.0,1478.4739285714284,0.0,670.8960714285713,0.0,38.0,0.0,38.0,0.0,False,785.9264285714286,0.3017508395237979
155,1,27,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.4807142857143,2.0,641.8660714285714,321.42857142857144,127.79464285714286,191.0,14.0,3.0,8.0,2.0,False,0.0,1.1300654157581145
161,0,46,103,1,1.0,2.0,0.0,0.0,0.0,154.92928571428573,86.97535714285713,10443.760928571424,0.0,0.0,0.0,14.532857142857145,23.0,1.9685714285714284,0.0,0.0,0.0,20.0,0.0,0.0,0.0,False,10685.665571428568,4.895572666025024
164,0,40,151,1,1.0,9.0,0.0,0.0,0.0,2690.460357142857,2579.9832142857144,2851.1207142857143,0.0,0.0,0.0,15.63035714285714,2.0,3623.965,107.14285714285714,595.0721428571429,2160.4502857142847,15.0,1.0,8.0,5.0,False,8121.564285714287,0.0043118642918916
165,0,42,103,1,0.0,0.0,0.0,0.0,0.0,17.86857142857143,0.0,0.0,0.0,0.0,0.0,1383.2628571428572,3.0,1065.9232142857145,142.85714285714286,0.0,779.0085714285715,17.0,1.0,0.0,12.0,False,17.86857142857143,1.2964971036541992
166,1,48,51,1,0.0,0.0,1.0,0.0,1.0,15.797142857142855,0.0,0.0,199.0569999999989,0.0,2198.3581785714277,1385.9139285714284,15.0,1454.5982142857142,857.1428571428571,0.0,71.42857142857143,23.0,5.0,0.0,2.0,False,2413.212321428569,0.952126702938777
168,0,26,168,1,1.0,0.0,1.0,0.0,0.0,71.42857142857143,17921.309285714284,0.0,0.0,0.0,0.0,303.645,3.0,315.07142857142856,0.0,0.0,311.67857142857144,7.0,0.0,0.0,6.0,False,17992.737857142856,0.960684745762712
169,1,75,76,1,0.0,0.0,0.0,0.0,0.0,1106.4257142857143,0.0,0.0,0.0,0.0,0.0,1012.0132142857144,3.0,869.4657142857143,217.8571428571429,246.6775,403.5025,21.0,5.0,9.0,6.0,False,1106.4257142857143,1.1626112294568096
170,0,41,151,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.42892857142857,2.0,312.3735714285714,0.0,0.0,3.5357142857142856,5.0,0.0,0.0,1.0,False,0.0,1.0257052855674311
174,1,22,109,1,0.0,0.0,1.0,0.0,1.0,70.76928571428572,0.0,0.0,199.0569999999989,0.0,2198.3581785714277,1322.5,6.0,1251.982142857143,521.4285714285714,114.70357142857142,236.4642857142857,19.0,2.0,5.0,6.0,False,2468.184464285712,1.0554819217010845
175,0,41,61,1,0.0,0.0,0.0,0.0,2.0,0.0707142857142857,0.0,0.0,0.0,0.0,2198.3581785714277,676.3442857142857,5.0,569.6253571428572,214.28571428571428,0.0,193.2325,8.0,2.0,0.0,3.0,False,2198.4288928571414,1.185268543095889
176,0,56,188,1,0.0,0.0,0.0,0.0,0.0,343.9407142857143,0.0,0.0,0.0,0.0,0.0,310.82428571428574,2.0,373.4332142857143,125.0,76.0775,169.74857142857144,18.0,4.0,8.0,3.0,False,343.9407142857143,0.8301194281261298
180,0,56,174,1,0.0,0.0,0.0,0.0,0.0,902.4875,0.0,0.0,0.0,0.0,0.0,500.1935714285714,2.0,473.82142857142856,464.2857142857143,0.0,7.571428571428571,10.0,4.0,0.0,1.0,False,902.4875,1.0534351259872132
183,1,32,179,1,0.0,0.0,0.0,0.0,0.0,4726.620714285715,0.0,0.0,0.0,0.0,0.0,378.2507142857143,4.0,325.77642857142854,85.71428571428571,83.94535714285713,152.36678571428573,22.0,4.0,8.0,6.0,False,4726.620714285715,1.157521415909086
188,0,30,53,1,0.0,0.0,1.0,0.0,0.0,748.6853571428571,0.0,0.0,0.0,0.0,0.0,2906.782142857143,29.0,2869.128214285714,185.7142857142857,238.7392857142857,508.5,56.0,4.0,14.0,8.0,False,748.6853571428571,1.0127708331596437
196,1,63,75,1,1.0,0.0,0.0,0.0,0.0,56.39607142857143,0.0457142857142857,0.0,0.0,0.0,0.0,5960.831928571426,10.0,1100.1007142857145,375.0,95.46857142857142,377.9285714285714,21.0,1.0,3.0,14.0,False,56.44178571428571,5.413521080529157
197,1,70,58,1,1.0,4.0,0.0,0.0,0.0,686.3078571428571,20632.692642857142,0.0,0.0,0.0,0.0,5960.831928571426,10.0,5551.514607142851,0.0,0.0,2160.4502857142847,11.0,0.0,0.0,3.0,False,21319.0005,1.07353737005992
199,0,47,151,1,0.0,0.0,0.0,0.0,1.0,151.82464285714286,0.0,0.0,0.0,0.0,2198.3581785714277,1480.5939285714285,4.0,1171.2635714285714,214.28571428571428,130.61357142857142,487.5357142857143,43.0,4.0,12.0,3.0,False,2350.18282142857,1.2630213585560048
200,0,24,129,2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,213.57989285714265,0.0,5960.831928571426,10.0,5551.514607142851,667.8571428571429,670.8960714285713,892.3514285714285,62.0,4.0,39.0,10.0,False,213.57989285714265,1.07353737005992
201,1,68,34,2,0.0,0.0,0.0,0.0,0.0,5112.856428571429,0.0,0.0,0.0,0.0,0.0,475.3592857142857,2.0,837.0035714285714,464.2857142857143,0.0,0.0,6.0,3.0,0.0,0.0,False,5112.856428571429,0.5672521000166212
206,1,83,205,1,1.0,0.0,0.0,0.0,0.0,10632.118249999996,20632.692642857142,0.0,0.0,0.0,0.0,371.4371428571429,3.0,755.5357142857143,0.0,0.0,41.25,3.0,0.0,0.0,2.0,False,31264.81089285714,0.4909710617004201
207,0,41,25,1,0.0,0.0,0.0,0.0,0.0,176.65142857142857,0.0,0.0,0.0,0.0,0.0,53.603928571428575,3.0,16.24892857142857,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,176.65142857142857,3.107667142886722
211,0,44,71,1,1.0,15.0,1.0,0.0,0.0,6047.5882142857145,1610.6814285714286,303.24321428571426,199.0569999999989,0.0,0.0,480.5610714285714,3.0,37.892857142857146,0.0,0.0,35.714285714285715,2.0,0.0,0.0,1.0,False,8160.569857142857,12.356023875114785
214,1,39,9,1,0.0,0.0,1.0,1.0,0.0,565.8,0.0,0.0,0.0,213.57989285714265,0.0,491.04535714285714,3.0,809.032142857143,214.28571428571428,139.7107142857143,450.2142857142857,19.0,2.0,9.0,5.0,False,779.3798928571425,0.6062047802335886
216,0,61,71,1,0.0,0.0,1.0,0.0,0.0,192.09071428571428,0.0,0.0,199.0569999999989,0.0,0.0,135.71642857142857,2.0,3.392857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,391.1477142857132,30.894796747967483
217,1,17,152,1,1.0,0.0,0.0,0.0,0.0,8134.361428571428,0.0,0.0,0.0,0.0,0.0,5960.831928571426,3.0,5551.514607142851,0.0,0.0,2160.4502857142847,2.0,0.0,0.0,1.0,False,8134.361428571428,1.07353737005992
223,1,30,76,1,0.0,0.0,0.0,0.0,0.0,1899.3332142857143,0.0,0.0,0.0,0.0,0.0,0.5475,1.0,81.91035714285714,0.0,0.0,71.42857142857143,5.0,0.0,0.0,1.0,False,1899.3332142857143,0.0066035175684581
224,0,83,175,1,0.0,1.0,0.0,0.0,0.0,215.4725,0.0,0.0,0.0,0.0,0.0,1370.034642857143,2.0,0.8928571428571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,215.4725,723.7918867924528
226,0,57,107,1,0.0,0.0,0.0,0.0,0.0,10632.118249999996,0.0,0.0,0.0,0.0,0.0,2071.4757142857143,2.0,1289.178571428571,0.0,0.0,1285.7142857142858,3.0,0.0,0.0,2.0,False,10632.118249999996,1.6055728719723183
227,0,36,151,1,1.0,8.0,0.0,0.0,0.0,4710.719642857142,7194.881071428572,0.0,0.0,0.0,0.0,52.4225,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,11905.600714285714,52.4225
228,0,38,158,1,1.0,0.0,0.0,0.0,0.0,10138.79,1.1092857142857142,0.0,0.0,0.0,0.0,1428.5942857142857,2.0,900.8928571428572,357.1428571428572,208.9642857142857,330.92857142857144,12.0,1.0,2.0,7.0,False,10139.899285714284,1.58399556488338
229,1,74,141,2,0.0,0.0,0.0,0.0,0.0,264.9557142857143,0.0,0.0,0.0,0.0,0.0,178.62285714285713,2.0,19.821428571428573,0.0,0.0,17.857142857142858,2.0,0.0,0.0,1.0,False,264.9557142857143,8.578799313893652
231,1,27,216,2,0.0,0.0,1.0,0.0,0.0,113.78107142857142,0.0,0.0,0.0,0.0,0.0,899.3146428571429,8.0,886.3235714285714,392.8571428571428,123.65357142857144,284.17821428571426,24.0,2.0,9.0,7.0,False,113.78107142857142,1.0135137528345677
232,1,38,4,1,0.0,0.0,0.0,0.0,0.0,33.35428571428572,0.0,0.0,0.0,0.0,0.0,542.9685714285714,2.0,479.30642857142857,0.0,62.91357142857142,413.57142857142856,9.0,0.0,3.0,5.0,False,33.35428571428572,1.1304628444043907
233,1,32,85,1,0.0,0.0,0.0,0.0,0.0,15.982142857142858,0.0,0.0,0.0,0.0,0.0,821.4321428571428,3.0,6.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,15.982142857142858,113.30098522167488
235,0,26,146,1,0.0,0.0,0.0,0.0,1.0,253.83214285714288,0.0,0.0,0.0,0.0,1685.725,1037.659642857143,5.0,1122.4178571428572,357.1428571428572,27.589285714285715,506.7142857142857,24.0,1.0,2.0,15.0,False,1939.557142857143,0.9236631198797038
237,1,40,173,1,0.0,0.0,0.0,0.0,0.0,125.01785714285714,0.0,0.0,0.0,0.0,0.0,0.0517857142857142,1.0,1.9642857142857144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,125.01785714285714,0.0174698795180722
